raceId,driverRef,driver_overall_avg,driver_track_avg,driver_street_avg,driver_high_deg_avg
1,bourdais,14.222222222222221,7.0,14.3125,13.692307692307692
1,sutil,17.428571428571427,16.5,17.8,17.625
1,heidfeld,10.57615894039735,10.222222222222221,10.492424242424242,10.545454545454545
1,fisichella,11.031847133757962,9.88888888888889,11.101449275362318,11.048076923076923
1,webber,12.357723577235772,13.285714285714286,12.36111111111111,12.74390243902439
1,vettel,12.692307692307692,20.0,12.954545454545455,14.055555555555555
1,kubica,7.775,14.5,8.13888888888889,8.862068965517242
1,raikkonen,8.135714285714286,6.375,8.357723577235772,8.301075268817204
1,massa,8.518867924528301,14.0,8.52127659574468,8.291666666666666
1,piquet_jr,13.055555555555555,12.0,14.0,13.846153846153847
1,nakajima,12.526315789473685,6.0,12.235294117647058,12.428571428571429
1,kovalainen,8.142857142857142,7.5,8.066666666666666,8.291666666666666
1,hamilton,4.6,2.0,4.466666666666667,4.25
2,button,10.487179487179487,9.555555555555555,10.248175182481752,9.826923076923077
2,heidfeld,10.572368421052632,10.777777777777779,10.488721804511279,10.54
2,glock,10.608695652173912,21.0,10.19047619047619,10.588235294117647
2,trulli,10.751592356687897,8.222222222222221,11.021739130434783,11.038461538461538
2,barrichello,8.430379746835444,8.11111111111111,8.280575539568344,8.752380952380953
2,webber,12.35483870967742,14.714285714285714,12.357798165137615,12.734939759036145
2,hamilton,5.027777777777778,3.5,4.967741935483871,4.88
2,rosberg,12.166666666666666,18.0,12.0,11.432432432432432
2,massa,8.588785046728972,8.833333333333334,8.6,8.397260273972602
2,bourdais,13.894736842105264,22.0,13.941176470588236,13.285714285714286
2,alonso,7.040322580645161,5.0,6.660550458715596,6.0843373493975905
2,nakajima,12.8,17.0,12.555555555555555,12.8
2,piquet_jr,13.263157894736842,11.0,14.176470588235293,14.071428571428571
2,raikkonen,8.184397163120567,11.625,8.411290322580646,8.372340425531915
2,vettel,12.703703703703704,18.0,12.956521739130435,14.0
2,buemi,7.0,7.0,7.0,7.0
2,sutil,17.194444444444443,21.0,17.516129032258064,17.28
2,fisichella,11.031645569620252,11.222222222222221,11.100719424460431,11.047619047619047
2,kubica,7.926829268292683,10.0,8.297297297297296,9.033333333333333
2,kovalainen,8.444444444444445,5.5,8.419354838709678,8.72
3,vettel,12.785714285714286,6.5,13.041666666666666,14.05
3,webber,12.304,9.8,12.3,12.654761904761905
3,button,10.426751592356688,7.0,10.181159420289855,9.742857142857142
3,barrichello,8.40880503144654,9.0,8.257142857142858,8.716981132075471
3,kovalainen,8.756756756756756,13.5,8.78125,9.153846153846153
3,hamilton,5.081081081081081,10.0,5.03125,4.961538461538462
3,glock,10.291666666666666,11.0,9.863636363636363,10.166666666666666
3,buemi,11.5,11.5,11.5,11.5
3,alonso,7.072,2.6,6.7,6.142857142857143
3,raikkonen,8.225352112676056,6.0,8.456,8.43157894736842
3,bourdais,13.7,13.0,13.722222222222221,13.066666666666666
3,heidfeld,10.516339869281046,8.0,10.425373134328359,10.455445544554456
3,kubica,8.19047619047619,12.333333333333334,8.578947368421053,9.35483870967742
3,fisichella,11.075471698113208,8.4,11.15,11.11320754716981
3,rosberg,12.090909090909092,14.0,11.916666666666666,11.342105263157896
3,piquet_jr,13.25,8.0,14.11111111111111,14.0
3,sutil,17.18918918918919,20.0,17.5,17.26923076923077
3,nakajima,12.761904761904763,12.0,12.526315789473685,12.75
3,massa,8.592592592592593,7.4,8.604166666666666,8.405405405405405
3,trulli,10.708860759493671,16.75,10.971223021582734,10.971428571428572
4,button,10.379746835443038,12.6,10.129496402877697,9.679245283018869
4,vettel,12.379310344827585,22.0,12.56,13.428571428571429
4,trulli,10.767295597484276,7.0,11.035714285714286,11.056603773584905
4,hamilton,5.105263157894737,7.5,5.0606060606060606,5.0
4,barrichello,8.38125,10.0,8.22695035460993,8.672897196261681
4,raikkonen,8.237762237762238,6.2,8.468253968253968,8.447916666666666
4,glock,10.16,9.0,9.73913043478261,10.0
4,alonso,7.087301587301587,4.6,6.7207207207207205,6.176470588235294
4,rosberg,12.142857142857142,8.333333333333334,11.979591836734693,11.435897435897436
4,piquet_jr,13.380952380952381,20.0,14.210526315789474,14.125
4,webber,12.222222222222221,8.8,12.207207207207206,12.529411764705882
4,kovalainen,8.657894736842104,7.0,8.666666666666666,9.0
4,bourdais,13.571428571428571,15.0,13.578947368421053,12.9375
4,massa,8.688073394495413,6.0,8.711340206185566,8.546666666666667
4,fisichella,11.09375,14.0,11.170212765957446,11.14018691588785
4,sutil,17.18421052631579,17.0,17.484848484848484,17.25925925925926
4,buemi,10.333333333333334,10.333333333333334,10.333333333333334,10.333333333333334
4,kubica,8.30232558139535,4.5,8.692307692307692,9.46875
4,heidfeld,10.525974025974026,10.2,10.437037037037037,10.470588235294118
4,nakajima,13.0,14.0,12.8,13.058823529411764
5,button,10.320754716981131,10.625,10.064285714285715,9.598130841121495
5,barrichello,8.360248447204969,9.666666666666666,8.204225352112676,8.63888888888889
5,webber,12.21259842519685,11.571428571428571,12.196428571428571,12.511627906976743
5,vettel,12.033333333333333,22.0,12.153846153846153,12.909090909090908
5,alonso,7.094488188976378,5.714285714285714,6.732142857142857,6.1976744186046515
5,massa,8.736363636363636,5.333333333333333,8.76530612244898,8.618421052631579
5,heidfeld,10.580645161290322,10.666666666666666,10.5,10.553398058252426
5,rosberg,12.087719298245615,10.333333333333334,11.92,11.375
5,hamilton,5.076923076923077,2.5,5.029411764705882,4.964285714285714
5,glock,10.038461538461538,11.0,9.625,9.85
5,kubica,8.522727272727273,4.0,8.925,9.727272727272727
5,piquet_jr,13.227272727272727,20.0,14.0,13.882352941176471
5,nakajima,13.304347826086957,7.0,13.142857142857142,13.444444444444445
5,fisichella,11.118012422360248,9.666666666666666,11.19718309859155,11.175925925925926
5,raikkonen,8.222222222222221,10.375,8.448818897637794,8.422680412371134
5,kovalainen,8.743589743589743,12.0,8.764705882352942,9.107142857142858
5,trulli,10.71875,9.777777777777779,10.97872340425532,10.981308411214954
5,buemi,12.0,12.0,12.0,12.0
5,bourdais,13.545454545454545,19.0,13.55,12.941176470588236
5,sutil,17.153846153846153,17.0,17.441176470588236,17.214285714285715
6,button,10.2625,12.375,10.0,11.807692307692308
6,barrichello,8.320987654320987,5.555555555555555,8.160839160839162,7.7924528301886795
6,raikkonen,8.26896551724138,10.25,8.5,7.808510638297872
6,massa,8.711711711711711,7.166666666666667,8.737373737373737,9.0
6,webber,12.140625,13.285714285714286,12.11504424778761,11.585365853658537
6,rosberg,12.017241379310345,15.666666666666666,11.843137254901961,13.764705882352942
6,alonso,7.078125,6.571428571428571,6.716814159292035,8.975609756097562
6,bourdais,13.782608695652174,20.0,13.80952380952381,15.6
6,fisichella,11.135802469135802,10.222222222222221,11.216783216783217,11.0
6,glock,10.037037037037036,12.0,9.64,10.666666666666666
6,heidfeld,10.557692307692308,9.444444444444445,10.474452554744525,10.634615384615385
6,hamilton,5.175,1.5,5.142857142857143,5.363636363636363
6,trulli,10.75776397515528,10.777777777777779,11.02112676056338,10.18867924528302
6,sutil,17.225,17.5,17.514285714285716,17.0
6,nakajima,13.291666666666666,7.0,13.136363636363637,12.8
6,kovalainen,8.925,10.5,8.971428571428572,7.818181818181818
6,kubica,8.577777777777778,3.5,8.975609756097562,4.909090909090909
6,vettel,11.774193548387096,5.0,11.851851851851851,9.625
6,piquet_jr,13.173913043478262,17.0,13.904761904761905,11.0
6,buemi,13.2,13.2,13.2,10.5
7,button,10.20496894409938,8.25,9.93661971830986,9.518518518518519
7,webber,12.085271317829458,14.75,12.052631578947368,12.402298850574713
7,vettel,11.96875,18.0,12.071428571428571,12.521739130434783
7,trulli,10.771604938271604,10.25,11.034965034965035,11.037037037037036
7,rosberg,11.915254237288135,11.0,11.73076923076923,11.292682926829269
7,massa,8.669642857142858,5.5,8.69,8.584415584415584
7,kubica,8.76086956521739,8.0,9.166666666666666,9.764705882352942
7,glock,10.035714285714286,13.0,9.653846153846153,9.857142857142858
7,raikkonen,8.232876712328768,6.75,8.457364341085272,8.489795918367347
7,alonso,7.077519379844961,3.25,6.719298245614035,6.183908045977011
7,heidfeld,10.560509554140127,10.25,10.478260869565217,10.51923076923077
7,nakajima,13.36,19.0,13.217391304347826,13.421052631578947
7,hamilton,5.341463414634147,3.5,5.333333333333333,5.103448275862069
7,kovalainen,9.097560975609756,9.0,9.166666666666666,9.344827586206897
7,buemi,14.333333333333334,14.333333333333334,14.333333333333334,13.2
7,piquet_jr,13.416666666666666,15.0,14.136363636363637,13.777777777777779
7,sutil,17.146341463414632,18.5,17.416666666666668,17.310344827586206
7,bourdais,13.541666666666666,18.0,13.545454545454545,13.277777777777779
7,barrichello,8.282208588957054,12.25,8.118055555555555,8.577981651376147
7,fisichella,11.122699386503067,9.75,11.20138888888889,11.20183486238532
8,vettel,11.696969696969697,19.0,11.758620689655173,12.125
8,webber,12.007692307692308,15.285714285714286,11.965217391304348,12.284090909090908
8,barrichello,8.347560975609756,6.444444444444445,8.193103448275862,8.672727272727272
8,massa,8.646017699115044,8.5,8.663366336633663,8.551282051282051
8,rosberg,11.8,10.0,11.60377358490566,11.142857142857142
8,button,10.148148148148149,10.333333333333334,9.874125874125873,9.440366972477063
8,trulli,10.730061349693251,12.11111111111111,10.98611111111111,10.972477064220184
8,raikkonen,8.238095238095237,4.375,8.461538461538462,8.494949494949495
8,glock,9.96551724137931,12.0,9.592592592592593,9.772727272727273
8,fisichella,11.176829268292684,9.444444444444445,11.26206896551724,11.281818181818181
8,nakajima,13.307692307692308,8.0,13.166666666666666,13.35
8,piquet_jr,13.52,16.0,14.217391304347826,13.894736842105264
8,kubica,8.72340425531915,9.0,9.116279069767442,9.685714285714285
8,alonso,7.1,7.857142857142857,6.747826086956522,6.2272727272727275
8,heidfeld,10.563291139240507,9.88888888888889,10.482014388489208,10.523809523809524
8,hamilton,5.523809523809524,2.0,5.54054054054054,5.366666666666666
8,sutil,17.142857142857142,19.5,17.405405405405407,17.3
8,buemi,14.428571428571429,14.428571428571429,14.428571428571429,13.5
8,bourdais,13.72,11.0,13.73913043478261,13.526315789473685
8,kovalainen,9.214285714285714,6.0,9.297297297297296,9.5
9,webber,11.931297709923664,11.833333333333334,11.879310344827585,12.168539325842696
9,vettel,11.382352941176471,11.4,11.4,11.68
9,massa,8.605263157894736,6.8,8.617647058823529,8.49367088607595
9,rosberg,11.688524590163935,13.5,11.481481481481481,11.0
9,button,10.122699386503067,10.5,9.847222222222221,9.409090909090908
9,barrichello,8.315151515151515,4.25,8.157534246575343,8.621621621621621
9,alonso,7.152671755725191,4.5,6.810344827586207,6.314606741573034
9,kovalainen,9.465116279069768,8.0,9.578947368421053,9.838709677419354
9,glock,9.933333333333334,9.571428571428571,9.571428571428571,9.73913043478261
9,heidfeld,10.59119496855346,8.571428571428571,10.514285714285714,10.566037735849056
9,fisichella,11.16969696969697,9.75,11.253424657534246,11.27027027027027
9,nakajima,13.222222222222221,13.08,13.08,13.238095238095237
9,piquet_jr,13.461538461538462,14.125,14.125,13.8
9,kubica,8.8125,7.0,9.204545454545455,9.777777777777779
9,sutil,17.13953488372093,19.0,17.394736842105264,17.29032258064516
9,buemi,14.875,14.875,14.875,14.142857142857142
9,trulli,10.707317073170731,12.5,10.958620689655172,10.936363636363636
9,hamilton,5.767441860465116,9.0,5.815789473684211,5.709677419354839
9,raikkonen,8.236486486486486,11.428571428571429,8.458015267175572,8.49
9,bourdais,13.923076923076923,13.958333333333334,13.958333333333334,13.8
10,hamilton,6.045454545454546,3.0,6.128205128205129,6.09375
10,raikkonen,8.308724832214764,6.75,8.537878787878787,8.594059405940595
10,webber,11.848484848484848,11.0,11.786324786324787,12.044444444444444
10,rosberg,11.564516129032258,12.666666666666666,11.345454545454546,10.840909090909092
10,kovalainen,9.431818181818182,4.5,9.538461538461538,9.78125
10,glock,9.903225806451612,2.0,9.551724137931034,9.708333333333334
10,button,10.091463414634147,11.11111111111111,9.813793103448276,9.36936936936937
10,trulli,10.745454545454546,9.88888888888889,11.0,10.99099099099099
10,nakajima,13.178571428571429,13.0,13.038461538461538,13.181818181818182
10,barrichello,8.301204819277109,8.444444444444445,8.142857142857142,8.598214285714286
10,heidfeld,10.5875,8.777777777777779,10.51063829787234,10.560747663551401
10,piquet_jr,13.444444444444445,6.0,14.08,13.761904761904763
10,kubica,8.918367346938776,11.666666666666666,9.311111111111112,9.891891891891891
10,fisichella,11.168674698795181,13.222222222222221,11.251700680272108,11.267857142857142
10,alguersuari,10.5,10.5,10.5,10.5
10,buemi,15.0,15.0,15.0,14.375
10,vettel,11.114285714285714,18.0,11.096774193548388,11.307692307692308
10,alonso,7.151515151515151,7.857142857142857,6.811965811965812,6.322222222222222
10,sutil,17.09090909090909,18.0,17.333333333333332,17.21875
10,massa,8.556521739130435,12.833333333333334,8.563106796116505,8.425
11,barrichello,8.311377245508982,16.0,8.155405405405405,8.610619469026549
11,hamilton,5.933333333333334,2.0,6.0,5.9393939393939394
11,raikkonen,8.266666666666667,18.0,8.488721804511279,8.529411764705882
11,kovalainen,9.333333333333334,4.0,9.425,9.636363636363637
11,rosberg,11.444444444444445,8.0,11.214285714285714,10.688888888888888
11,alonso,7.2330827067669174,20.0,6.906779661016949,6.450549450549451
11,button,10.072727272727272,13.0,9.794520547945206,9.348214285714286
11,kubica,9.0,3.0,9.391304347826088,9.973684210526315
11,webber,11.781954887218046,12.0,11.711864406779661,11.945054945054945
11,sutil,17.133333333333333,19.0,17.375,17.272727272727273
11,heidfeld,10.590062111801242,9.0,10.514084507042254,10.564814814814815
11,fisichella,11.18562874251497,14.0,11.27027027027027,11.29203539823009
11,trulli,10.728915662650602,5.0,10.979591836734693,10.964285714285714
11,glock,9.78125,7.0,9.433333333333334,9.56
11,grosjean,10.5,10.5,10.5,10.5
11,alguersuari,15.0,15.0,15.0,15.0
11,badoer,10.5,10.5,10.5,10.5
11,nakajima,13.03448275862069,15.0,12.88888888888889,13.0
11,buemi,15.1,15.1,15.1,14.555555555555555
11,vettel,11.277777777777779,6.0,11.28125,11.518518518518519
12,raikkonen,8.2317880794702,9.333333333333334,8.447761194029852,8.475728155339805
12,fisichella,11.19047619047619,14.428571428571429,11.275167785234899,11.298245614035087
12,vettel,11.513513513513514,13.0,11.545454545454545,11.821428571428571
12,kubica,8.980392156862745,7.5,9.361702127659575,9.923076923076923
12,heidfeld,10.592592592592593,11.0,10.517482517482517,10.568807339449542
12,kovalainen,9.217391304347826,9.0,9.292682926829269,9.470588235294118
12,barrichello,8.267857142857142,9.285714285714286,8.10738255033557,8.543859649122806
12,rosberg,11.34375,9.0,11.105263157894736,10.565217391304348
12,webber,11.761194029850746,11.2,11.6890756302521,11.91304347826087
12,glock,9.909090909090908,9.0,9.580645161290322,9.73076923076923
12,sutil,16.97826086956522,13.5,17.195121951219512,17.058823529411764
12,buemi,15.454545454545455,15.454545454545455,15.454545454545455,15.0
12,nakajima,13.2,14.0,13.071428571428571,13.208333333333334
12,badoer,17.0,17.0,17.0,17.0
12,alonso,7.223880597014926,9.4,6.899159663865547,6.445652173913044
12,trulli,10.74251497005988,15.0,10.993243243243244,10.982300884955752
12,button,10.05421686746988,12.714285714285714,9.775510204081632,9.327433628318584
12,grosjean,15.0,15.0,15.0,15.0
12,hamilton,5.8478260869565215,3.5,5.902439024390244,5.823529411764706
12,alguersuari,15.5,15.5,15.5,15.5
13,barrichello,8.2603550295858,7.666666666666667,8.1,7.685185185185185
13,button,10.095808383233534,10.777777777777779,9.824324324324325,11.60377358490566
13,raikkonen,8.18421052631579,7.875,8.392592592592592,7.708333333333333
13,sutil,16.851063829787233,19.0,17.047619047619047,16.75
13,alonso,7.281481481481482,9.0,6.966666666666667,8.928571428571429
13,kovalainen,9.148936170212766,4.5,9.214285714285714,8.5
13,heidfeld,10.558282208588958,9.25,10.479166666666666,10.641509433962264
13,vettel,11.289473684210526,9.5,11.294117647058824,10.555555555555555
13,fisichella,11.136094674556213,9.555555555555555,11.213333333333333,10.962962962962964
13,nakajima,13.193548387096774,12.0,13.068965517241379,13.166666666666666
13,glock,9.911764705882353,11.0,9.59375,10.571428571428571
13,hamilton,6.127659574468085,4.5,6.214285714285714,5.916666666666667
13,buemi,15.166666666666666,15.166666666666666,15.166666666666666,20.0
13,trulli,10.773809523809524,12.333333333333334,11.026845637583893,10.24074074074074
13,grosjean,16.5,16.5,16.5,10.5
13,rosberg,11.292307692307693,14.0,11.051724137931034,13.333333333333334
13,liuzzi,14.487179487179487,15.5,14.588235294117647,14.0
13,alguersuari,17.0,17.0,17.0,10.5
13,kubica,8.884615384615385,3.6666666666666665,9.25,5.916666666666667
13,webber,11.74074074074074,10.428571428571429,11.666666666666666,11.428571428571429
14,hamilton,6.25,3.0,6.348837209302325,6.2
14,glock,9.942857142857143,4.0,9.636363636363637,9.74074074074074
14,alonso,7.264705882352941,1.0,6.950413223140496,6.537634408602151
14,vettel,11.205128205128204,5.0,11.2,11.517241379310345
14,button,10.047619047619047,9.0,9.771812080536913,9.394736842105264
14,barrichello,8.217647058823529,19.0,8.052980132450331,8.530434782608696
14,kovalainen,9.083333333333334,10.0,9.13953488372093,9.371428571428572
14,kubica,9.075471698113208,11.0,9.448979591836734,9.775
14,nakajima,13.09375,8.0,12.966666666666667,13.2
14,raikkonen,8.15032679738562,15.0,8.352941176470589,8.403846153846153
14,rosberg,11.363636363636363,2.0,11.135593220338983,10.51063829787234
14,trulli,10.792899408284024,16.0,11.046666666666667,11.026315789473685
14,fisichella,11.123529411764705,14.0,11.198675496688741,11.217391304347826
14,liuzzi,14.55,14.657142857142857,14.657142857142857,14.76
14,alguersuari,17.25,17.25,17.25,17.0
14,buemi,15.0,15.0,15.0,14.727272727272727
14,webber,11.801470588235293,18.0,11.735537190082646,11.881720430107526
14,sutil,16.583333333333332,17.0,16.74418604651163,16.885714285714286
14,heidfeld,10.536585365853659,6.0,10.455172413793104,10.518181818181818
14,grosjean,16.0,16.0,16.0,16.5
15,vettel,11.025,11.0,11.0,11.266666666666667
15,trulli,10.8,10.714285714285714,11.052980132450331,11.034782608695652
15,hamilton,6.142857142857143,6.2272727272727275,6.2272727272727275,6.055555555555555
15,raikkonen,8.162337662337663,6.333333333333333,8.364963503649635,8.41904761904762
15,rosberg,11.35820895522388,10.0,11.133333333333333,10.520833333333334
15,heidfeld,10.587878787878788,10.666666666666666,10.513698630136986,10.594594594594595
15,barrichello,8.2046783625731,7.714285714285714,8.039473684210526,8.508620689655173
15,button,10.017751479289942,4.857142857142857,9.74,9.356521739130434
15,kubica,9.055555555555555,9.0,9.42,9.731707317073171
15,alonso,7.233576642335766,7.6,6.918032786885246,6.5
15,kovalainen,9.040816326530612,9.090909090909092,9.090909090909092,9.305555555555555
15,fisichella,11.134502923976608,10.571428571428571,11.210526315789474,11.232758620689655
15,sutil,16.612244897959183,16.772727272727273,16.772727272727273,16.916666666666668
15,liuzzi,14.536585365853659,14.0,14.63888888888889,14.73076923076923
15,nakajima,12.969696969696969,12.838709677419354,12.838709677419354,13.038461538461538
15,grosjean,17.0,17.0,17.0,17.666666666666668
15,webber,11.83941605839416,12.8,11.778688524590164,11.936170212765957
15,alguersuari,16.8,16.8,16.8,16.5
15,buemi,15.071428571428571,15.071428571428571,15.071428571428571,14.833333333333334
15,glock,9.722222222222221,15.0,9.411764705882353,9.464285714285714
16,webber,11.876811594202898,15.0,11.821138211382113,11.989473684210527
16,kubica,9.054545454545455,8.333333333333334,9.411764705882353,9.714285714285714
16,hamilton,6.08,6.0,6.155555555555556,5.972972972972973
16,vettel,10.78048780487805,11.0,10.72972972972973,10.935483870967742
16,button,10.005882352941176,10.444444444444445,9.728476821192054,9.344827586206897
16,raikkonen,8.135483870967741,4.875,8.333333333333334,8.377358490566039
16,buemi,15.333333333333334,15.333333333333334,15.333333333333334,15.153846153846153
16,barrichello,8.19767441860465,12.777777777777779,8.032679738562091,8.495726495726496
16,kovalainen,9.08,12.0,9.133333333333333,9.35135135135135
16,kobayashi,10.5,10.5,10.5,10.5
16,fisichella,11.13953488372093,10.11111111111111,11.215686274509803,11.239316239316238
16,liuzzi,14.523809523809524,13.0,14.621621621621621,14.703703703703704
16,grosjean,16.8,16.8,16.8,17.25
16,alguersuari,17.0,17.0,17.0,16.8
16,nakajima,13.029411764705882,13.5,12.90625,13.11111111111111
16,rosberg,11.264705882352942,12.666666666666666,11.032786885245901,10.408163265306122
16,heidfeld,10.560240963855422,13.5,10.482993197278912,10.553571428571429
16,sutil,16.54,15.5,16.68888888888889,16.81081081081081
16,trulli,10.748538011695906,10.222222222222221,10.993421052631579,10.956896551724139
16,alonso,7.253623188405797,5.142857142857143,6.943089430894309,6.536842105263158
17,vettel,10.619047619047619,10.552631578947368,10.552631578947368,10.3
17,webber,11.798561151079136,11.733870967741936,11.733870967741936,11.627906976744185
17,button,9.976608187134502,9.697368421052632,9.697368421052632,11.425925925925926
17,barrichello,8.196531791907514,8.032467532467532,8.032467532467532,7.5636363636363635
17,heidfeld,10.598802395209582,10.527027027027026,10.527027027027026,10.574074074074074
17,kobayashi,10.0,10.0,10.0,10.5
17,trulli,10.796511627906977,11.045751633986928,11.045751633986928,10.309090909090909
17,buemi,14.8125,14.8125,14.8125,16.5
17,rosberg,11.333333333333334,11.112903225806452,11.112903225806452,13.473684210526315
17,kubica,8.928571428571429,9.26923076923077,9.26923076923077,6.923076923076923
17,kovalainen,9.07843137254902,9.130434782608695,9.130434782608695,8.307692307692308
17,raikkonen,8.121794871794872,8.316546762589928,8.316546762589928,7.612244897959184
17,nakajima,13.085714285714285,12.969696969696969,12.969696969696969,12.714285714285714
17,alonso,7.345323741007194,7.048387096774194,7.048387096774194,8.837209302325581
17,liuzzi,14.465116279069768,14.552631578947368,14.552631578947368,14.2
17,fisichella,11.138728323699421,11.214285714285714,11.214285714285714,10.927272727272728
17,sutil,16.568627450980394,16.717391304347824,16.717391304347824,15.76923076923077
17,grosjean,16.166666666666668,16.166666666666668,16.166666666666668,15.0
17,hamilton,6.019607843137255,6.086956521739131,6.086956521739131,6.384615384615385
17,alguersuari,16.571428571428573,16.571428571428573,16.571428571428573,18.0
337,alonso,7.392857142857143,5.166666666666667,7.104,6.677083333333333
337,massa,8.655172413793103,7.333333333333333,8.673076923076923,8.567901234567902
337,hamilton,6.269230769230769,6.333333333333333,6.361702127659575,5.894736842105263
337,vettel,10.395348837209303,12.0,10.307692307692308,10.71875
337,rosberg,11.3,8.5,11.079365079365079,10.52
337,michael_schumacher,4.344262295081967,6.666666666666667,4.583333333333333,4.9625
337,button,9.936046511627907,10.666666666666666,9.65359477124183,9.307692307692308
337,webber,11.728571428571428,9.166666666666666,11.656,11.875
337,liuzzi,14.477272727272727,15.5,14.564102564102564,14.607142857142858
337,barrichello,8.172413793103448,9.166666666666666,8.006451612903225,8.491525423728813
337,kubica,8.947368421052632,9.0,9.283018867924529,9.534883720930232
337,sutil,16.576923076923077,16.666666666666668,16.72340425531915,16.842105263157894
337,alguersuari,17.0,17.0,17.0,16.333333333333332
337,hulkenberg,10.5,10.5,10.5,10.5
337,kovalainen,9.115384615384615,8.666666666666666,9.170212765957446,9.342105263157896
337,buemi,14.411764705882353,17.0,14.411764705882353,14.571428571428571
337,trulli,10.77456647398844,6.333333333333333,11.019480519480519,11.025641025641026
337,rosa,13.767857142857142,5.0,13.795918367346939,13.162162162162161
337,bruno_senna,10.5,10.5,10.5,10.5
337,glock,10.0,8.0,9.714285714285714,9.827586206896552
337,petrov,10.5,10.5,10.5,10.5
337,kobayashi,8.0,8.0,8.0,10.0
337,grassi,10.5,10.5,10.5,10.5
337,chandhok,10.5,10.5,10.5,10.5
338,button,9.919075144508671,11.6,9.636363636363637,9.288135593220339
338,kubica,8.982758620689655,14.333333333333334,9.314814814814815,9.568181818181818
338,massa,8.598290598290598,14.285714285714286,8.60952380952381,8.487804878048781
338,alonso,7.347517730496454,4.625,7.055555555555555,6.618556701030927
338,rosberg,11.211267605633802,9.25,10.984375,10.411764705882353
338,hamilton,6.2075471698113205,8.0,6.291666666666667,5.82051282051282
338,liuzzi,14.355555555555556,15.0,14.425,14.413793103448276
338,barrichello,8.182857142857143,8.6,8.01923076923077,8.504201680672269
338,webber,11.702127659574469,13.125,11.626984126984127,11.835051546391753
338,michael_schumacher,4.357723577235772,6.142857142857143,4.5963302752293576,4.9753086419753085
338,alguersuari,16.555555555555557,16.555555555555557,16.555555555555557,15.857142857142858
338,rosa,13.842105263157896,14.0,13.88,13.289473684210526
338,kovalainen,9.226415094339623,11.333333333333334,9.291666666666666,9.487179487179487
338,chandhok,24.0,24.0,24.0,24.0
338,glock,10.263157894736842,7.0,10.0,10.166666666666666
338,grassi,23.0,23.0,23.0,23.0
338,vettel,10.25,16.5,10.15,10.515151515151516
338,sutil,16.49056603773585,14.0,16.625,16.71794871794872
338,petrov,21.0,21.0,21.0,21.0
338,bruno_senna,19.0,19.0,19.0,19.0
338,buemi,14.5,7.0,14.5,14.666666666666666
338,hulkenberg,14.0,14.0,14.0,14.0
338,kobayashi,12.666666666666666,12.666666666666666,12.666666666666666,16.0
338,trulli,10.810344827586206,11.3,11.058064516129033,11.076271186440678
339,vettel,10.4,16.5,10.317073170731707,10.705882352941176
339,webber,11.683098591549296,13.625,11.606299212598426,11.806122448979592
339,rosberg,11.125,15.5,10.892307692307693,10.307692307692308
339,kubica,8.864406779661017,13.0,9.181818181818182,9.4
339,sutil,16.51851851851852,19.666666666666668,16.653061224489797,16.75
339,hamilton,6.203703703703703,4.666666666666667,6.285714285714286,5.825
339,massa,8.55084745762712,8.857142857142858,8.556603773584905,8.421686746987952
339,button,9.867816091954023,8.7,9.580645161290322,9.218487394957982
339,alguersuari,16.0,16.0,16.0,15.25
339,hulkenberg,18.0,18.0,18.0,18.0
339,buemi,14.842105263157896,16.0,14.842105263157896,15.0625
339,barrichello,8.181818181818182,7.8,8.019108280254777,8.5
339,alonso,7.323943661971831,5.75,7.031496062992126,6.591836734693878
339,grassi,19.5,19.5,19.5,19.5
339,chandhok,19.0,19.0,19.0,19.0
339,bruno_senna,19.5,19.5,19.5,19.5
339,trulli,10.885714285714286,7.8,11.14102564102564,11.184873949579831
339,kovalainen,9.296296296296296,10.333333333333334,9.36734693877551,9.575
339,petrov,20.0,20.0,20.0,20.0
339,liuzzi,14.195652173913043,14.0,14.24390243902439,14.166666666666666
339,michael_schumacher,4.403225806451613,3.5714285714285716,4.6454545454545455,5.036585365853658
339,kobayashi,15.25,15.25,15.25,18.333333333333332
339,glock,10.384615384615385,12.0,10.135135135135135,10.32258064516129
339,rosa,13.810344827586206,15.0,13.843137254901961,13.256410256410257
340,button,9.857142857142858,6.333333333333333,9.570512820512821,9.208333333333334
340,hamilton,6.2,8.666666666666666,6.28,5.829268292682927
340,rosberg,11.013698630136986,14.25,10.772727272727273,10.169811320754716
340,alonso,7.363636363636363,3.6666666666666665,7.078125,6.656565656565657
340,kubica,8.783333333333333,12.5,9.089285714285714,9.282608695652174
340,vettel,10.195652173913043,4.666666666666667,10.095238095238095,10.428571428571429
340,petrov,19.666666666666668,19.666666666666668,19.666666666666668,19.666666666666668
340,webber,11.615384615384615,8.5,11.53125,11.707070707070708
340,massa,8.53781512605042,9.333333333333334,8.542056074766355,8.404761904761905
340,michael_schumacher,4.536,11.0,4.792792792792793,5.228915662650603
340,sutil,16.30909090909091,19.0,16.42,16.463414634146343
340,barrichello,8.203389830508474,8.166666666666666,8.044303797468354,8.52892561983471
340,alguersuari,15.363636363636363,15.363636363636363,15.363636363636363,14.555555555555555
340,kovalainen,9.454545454545455,10.666666666666666,9.54,9.78048780487805
340,hulkenberg,15.333333333333334,15.333333333333334,15.333333333333334,15.333333333333334
